No,Paket,Pagu,Tipe Swakelola,Pemilihan,klpd,Satuan Kerja,Lokasi,ID
363,Belanja Perjalanan Dinas Biasa,128151000,1,26-Jan,Provinsi Sumatera Utara,"Dinas Perindustrian, Perdagangan, Energi dan Sumber Daya Mineral","Sumatera Utara, Medan (Kota)",43286129
364,Perjalanan Dinas Luar Provinsi (UPTD Perbenihan),15972000,1,26-Jan,Provinsi Sumatera Utara,Dinas Pertanian dan Ketahanan Pangan,"DKI Jakarta, Jakarta Pusat (Kota)",43286954
365,Belanja Perjalanan Dinas Biasa,26340000,1,26-Jan,Provinsi Sumatera Utara,"Dinas Perindustrian, Perdagangan, Energi dan Sumber Daya Mineral","Sumatera Utara, Medan (Kota)",43287522
366,Belanja Perjalanan Dinas Biasa,50036000,1,26-Mar,Provinsi Sumatera Utara,Badan Kesatuan Bangsa dan Politik,"Sumatera Utara, Medan (Kota)",43248655
367,Belanja Perjalanan Dinas Biasa,59913000,1,26-Apr,Provinsi Sumatera Utara,Dinas Kelautan dan Perikanan,"Sumatera Utara, Tapanuli Tengah (Kab.)",43254884
368,Perjalanan Dinas Biasa,27940000,1,26-Apr,Provinsi Sumatera Utara,Dinas Kelautan dan Perikanan,"Sumatera Utara, Tapanuli Tengah (Kab.) | Sumatera Utara, Langkat (Kab.)",43254993
369,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,19475000,1,26-Apr,Provinsi Sumatera Utara,"Dinas Pemberdayaan Perempuan, Perlindungan Anak dan Keluarga Berencana","Sumatera Utara, Medan (Kota)",43255194
370,Belanja Perjalanan Dinas Biasa,92398000,1,26-Jan,Provinsi Sumatera Utara,Badan Keuangan dan Aset Daerah,"Sumatera Utara, Medan (Kota)",43303839
371,Belanja Perjalanan Dinas Sub Kegiatan Pengembangan Usaha Perhutanan Sosial pada Dinas Lingkungan Hidup dan Kehutanan Provsu serta Lingkup UPTD,757578101,1,26-Jan,Provinsi Sumatera Utara,Dinas Lingkungan Hidup dan Kehutanan,"Sumatera Utara, Medan (Kota)",43304035
372,Belanja Perjalanan Dinas Dalam Kota - Sumut digital market dan galeri virtual produk UMKM kreatif,15000000,1,26-Feb,Provinsi Sumatera Utara,Dinas Koperasi dan Usaha Kecil Menengah,"Sumatera Utara, Medan (Kota)",43260625
373,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,28525000,1,26-Apr,Provinsi Sumatera Utara,"Dinas Pemberdayaan Perempuan, Perlindungan Anak dan Keluarga Berencana","Sumatera Utara, Medan (Kota)",43266771
374,Belanja Perjalanan Dinas Biasa,45564000,1,26-Jan,Provinsi Sumatera Utara,Dinas Pertanian dan Ketahanan Pangan,"Sumatera Utara, Lainnya",43271053
375,Belanja Perjalanan Dinas Biasa,108778000,1,26-Mar,Provinsi Sumatera Utara,Dinas Pertanian dan Ketahanan Pangan,"Sumatera Utara, Deli Serdang (Kab.)",43271445
376,Belanja Perjalanan Dinas Biasa,87960000,1,26-Mar,Provinsi Sumatera Utara,Dinas Pertanian dan Ketahanan Pangan,"Sumatera Utara, Medan (Kota)",43271983
377,Belanja Perjalanan Dinas Biasa,146567000,1,26-Feb,Provinsi Sumatera Utara,Dinas Pertanian dan Ketahanan Pangan,,43272533
378,Belanja Perjalanan Dinas Biasa - Dukungan Inovasi Daerah,18216000,1,26-May,Provinsi Sumatera Utara,Dinas Koperasi dan Usaha Kecil Menengah,"Sumatera Utara, Medan (Kota)",43236938
379,Belanja Perjalanan Dinas Biasa,224504000,1,26-Jan,Provinsi Sumatera Utara,Satuan Polisi Pamong Praja,"Sumatera Utara, Medan (Kota)",43241721
380,Belanja Perjalanan Dinas Biasa (Pemdes),622800000,1,26-Feb,Provinsi Sumatera Utara,"Dinas Pemberdayaan Masyarakat dan Desa, Kependudukan dan Catatan Sipil","Sumatera Utara, Medan (Kota)",43242669
381,Belanja Perjalanan Dinas Biasa,52212000,1,26-Jan,Provinsi Sumatera Utara,"Badan Perencanaan Pembangunan, Riset dan Inovasi  Daerah","Sumatera Utara, Medan (Kota)",42483200
382,Belanja Perjalanan Dinas Biasa,268921000,1,26-Jan,Provinsi Sumatera Utara,"Badan Perencanaan Pembangunan, Riset dan Inovasi  Daerah","Sumatera Utara, Medan (Kota)",42484714
383,Belanja Perjalanan Dinas Biasa PENGAWASAN ANGKUTAN PENUMPANG DAN BARANG,55192000,1,26-Jan,Provinsi Sumatera Utara,Dinas Perhubungan,"Sumatera Utara, Medan (Kota)",42522963
384,Belanja Perjalanan Dinas Biasa SURVEI PRASARANA ANGKUTAN LEBARAN DAN NATARU,91095000,1,26-Jan,Provinsi Sumatera Utara,Dinas Perhubungan,"Sumatera Utara, Medan (Kota)",42523016
385,Belanja Perjalanan Dinas Biasa PAM LALIN,83800000,1,26-Jan,Provinsi Sumatera Utara,Dinas Perhubungan,"Sumatera Utara, Medan (Kota)",42523152
386,Belanja Perjalanan Dinas Biasa,20628000,1,26-Jan,Provinsi Sumatera Utara,Dinas Ketenagakerjaan,"Sumatera Utara, Medan (Kota)",42526175
387,Belanja Perjalanan Dinas Biasa,91950000,1,26-Apr,Provinsi Sumatera Utara,Dinas Kelautan dan Perikanan,"Sumatera Utara, Medan (Kota)",42553689
388,Belanja Perjalanan Dinas Biasa Subsidi Transportasi Bus Perintis untuk Daerah-Daerah Terpencil (Kab. Nias Utara),32970000,1,26-Jan,Provinsi Sumatera Utara,Dinas Perhubungan,"Sumatera Utara, Nias Utara (Kab.)",42594010
389,Belanja Perjalanan Dinas Biasa,119624000,1,26-Jan,Provinsi Sumatera Utara,Dinas Kesehatan,"Sumatera Utara, Medan (Kota)",42739452
390,Belanja Perjalanan Dinas Biasa,385834000,1,26-Feb,Provinsi Sumatera Utara,Dinas Kesehatan,"Sumatera Utara, Medan (Kota)",42741817
391,Belanja Perjalanan Dinas Biasa,2400000,1,26-Jan,Provinsi Sumatera Utara,Dinas Ketenagakerjaan,"Sumatera Utara, Medan (Kota)",42749872
392,Belanja Perjalanan Dinas Biasa,900000,1,26-Jan,Provinsi Sumatera Utara,Dinas Ketenagakerjaan,"Sumatera Utara, Medan (Kota)",42749950
393,Belanja Perjalanan Dinas Biasa - Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realiasi Kinerja SKPD,15000000,1,26-Feb,Provinsi Sumatera Utara,Inspektorat Daerah Provinsi,"Sumatera Utara, Medan (Kota)",42822648
394,Belanja Perjalanan Dinas Biasa - Pendidikan dan Pelatihan Teknis dan Fungsional,137814000,1,26-Feb,Provinsi Sumatera Utara,Inspektorat Daerah Provinsi,"Sumatera Utara, Medan (Kota)",42825904
395,Belanja Perjalanan Dinas Biasa - Perjalanan Dinas Biasa,189950000,1,26-Feb,Provinsi Sumatera Utara,Inspektorat Daerah Provinsi,"Sumatera Utara, Medan (Kota)",42828132
396,Belanja Perjalanan Dinas Biasa - Pengawasan Kinerja Pemerintah Daerah,1804616000,1,26-Feb,Provinsi Sumatera Utara,Inspektorat Daerah Provinsi,"Sumatera Utara, Medan (Kota)",42829145
397,Belanja Perjalanan Dinas Biasa - TLHP Inspektorat Provinsi Sumatera Utara terhadap Pengelolaan Dana BOSP,285750000,1,26-Feb,Provinsi Sumatera Utara,Inspektorat Daerah Provinsi,"Sumatera Utara, Medan (Kota)",42830762
398,Belanja Perjalanan Dinas Biasa - Probity Audit (Mencapai PSD),1625850000,1,26-Feb,Provinsi Sumatera Utara,Inspektorat Daerah Provinsi,"Sumatera Utara, Medan (Kota)",42831028
399,"Belanja Perjalanan Dinas Biasa - MONITORING, EVALUASI DAN PENILAIAN ZONA INTEGRITAS MENUJU WBK DAN WBBM",101510000,1,26-Feb,Provinsi Sumatera Utara,Inspektorat Daerah Provinsi,"Sumatera Utara, Medan (Kota)",42831193
400,Belanja Perjalanan Dinas Biasa - PENGEMBANGAN MATURITAS SPIP,100500000,1,26-Feb,Provinsi Sumatera Utara,Inspektorat Daerah Provinsi,"Sumatera Utara, Medan (Kota)",42831721
401,Belanja Perjalanan Dinas Biasa - Pengawasan Kinerja Pemerintah Daerah,1804616000,1,26-Feb,Provinsi Sumatera Utara,Inspektorat Daerah Provinsi,"Sumatera Utara, Medan (Kota)",42829145
402,Belanja Perjalanan Dinas Biasa - TLHP Inspektorat Provinsi Sumatera Utara terhadap Pengelolaan Dana BOSP,285750000,1,26-Feb,Provinsi Sumatera Utara,Inspektorat Daerah Provinsi,"Sumatera Utara, Medan (Kota)",42830762
403,Belanja Perjalanan Dinas Biasa - Probity Audit (Mencapai PSD),1625850000,1,26-Feb,Provinsi Sumatera Utara,Inspektorat Daerah Provinsi,"Sumatera Utara, Medan (Kota)",42831028
404,"Belanja Perjalanan Dinas Biasa - MONITORING, EVALUASI DAN PENILAIAN ZONA INTEGRITAS MENUJU WBK DAN WBBM",101510000,1,26-Feb,Provinsi Sumatera Utara,Inspektorat Daerah Provinsi,"Sumatera Utara, Medan (Kota)",42831193
405,Belanja Perjalanan Dinas Biasa - PENGEMBANGAN MATURITAS SPIP,100500000,1,26-Feb,Provinsi Sumatera Utara,Inspektorat Daerah Provinsi,"Sumatera Utara, Medan (Kota)",42831721
406,Belanja Perjalanan Dinas Dalam Negeri (Penguatan Kapasitas),75896000,1,26-May,Provinsi Sumatera Utara,Badan Penanggulangan Bencana Daerah,"Sumatera Utara, Medan (Kota)",42901714
407,Belanja Perjalanan Dinas Dalam Negeri Kegiatan Bimbingan Teknis,33000000,1,26-Jan,Provinsi Sumatera Utara,Sekretariat DPRD,"Sumatera Utara, Medan (Kota)",42925498
408,"Belanja Perjalanan Dinas Biasa kegiatan Koordinasi, Rapat Luar Daerah dan Rapat Evaluasi Dana Alokasi Khusus",66294000,1,26-Jan,Provinsi Sumatera Utara,"Dinas Kebudayaan, Pariwisata dan Ekonomi Kreatif","Sumatera Utara, Medan (Kota)",42934823
409,Belanja Perjalanan Dinas Biasa,127980000,1,26-Jan,Provinsi Sumatera Utara,Dinas Ketenagakerjaan,"Sumatera Utara, Medan (Kota)",43019667
410,Belanja Perjalanan Dinas Biasa,378350000,1,26-Jan,Provinsi Sumatera Utara,"Dinas Perindustrian, Perdagangan, Energi dan Sumber Daya Mineral","Sumatera Utara, Medan (Kota)",43090415
411,Belanja Perjalanan Dinas Biasa (Dana BLUD),79130000,1,26-Jan,Provinsi Sumatera Utara,UPTD Khusus Rumah Sakit Umum Haji Medan,"Sumatera Utara, Deli Serdang (Kab.)",43211174
412,Belanja Perjalanan Dinas Biasa,8792000,1,26-May,Provinsi Sumatera Utara,"Dinas Perindustrian, Perdagangan, Energi dan Sumber Daya Mineral","Sumatera Utara, Medan (Kota)",43291915
413,Belanja Perjalanan Dinas Biasa,292728000,1,26-Jan,Provinsi Sumatera Utara,Badan Keuangan dan Aset Daerah,"Sumatera Utara, Medan (Kota)",43302031
414,Belanja Perjalanan Dinas Biasa,115416000,1,26-Jan,Provinsi Sumatera Utara,Badan Keuangan dan Aset Daerah,"Sumatera Utara, Medan (Kota)",43302306
415,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,294680000,1,26-Apr,Provinsi Sumatera Utara,Dinas Pertanian dan Ketahanan Pangan,"Sumatera Utara, Medan (Kota)",43273910
416,"Biaya Penginapan Perjalanan Dinas Dalam Negeri - Pejabat Eselon IV/ Golongan III, II Dan I -  Sumatera Utara",27960000,1,26-Mar,Provinsi Sumatera Utara,Dinas Pertanian dan Ketahanan Pangan,"Sumatera Utara, Medan (Kota)",43276012
417,Uang Harian Perjalanan Dinas Dalam Negeri - Luar Kota -  Gorontalo,44400000,1,26-Mar,Provinsi Sumatera Utara,Dinas Pertanian dan Ketahanan Pangan,"Gorontalo, Gorontalo (Kota)",43276040
418,Perjalanan Dinas Biasa,401782500,1,26-Jan,Provinsi Sumatera Utara,Dinas Pertanian dan Ketahanan Pangan,"Sumatera Utara, Medan (Kota)",43277712
419,Belanja Perjalanan Dinas Biasa (Bidang HMB),73502000,1,26-Jan,Provinsi Sumatera Utara,"Dinas Perindustrian, Perdagangan, Energi dan Sumber Daya Mineral","Sumatera Utara, Medan (Kota)",43279310
420,Belanja Perjalanan Dinas Biasa Penelitian dan Pengembangan Kesehatan,37114000,1,26-Jan,Provinsi Sumatera Utara,"Badan Perencanaan Pembangunan, Riset dan Inovasi  Daerah","Sumatera Utara, Medan (Kota)",43283340
421,Belanja Perjalanan Dinas Biasa,2260000,1,26-Mar,Provinsi Sumatera Utara,"Dinas Perindustrian, Perdagangan, Energi dan Sumber Daya Mineral","Sumatera Utara, Medan (Kota)",43285045
422,Belanja Perjalanan Dinas Biasa (Program),46796000,1,26-Feb,Provinsi Sumatera Utara,"Dinas Pemberdayaan Masyarakat dan Desa, Kependudukan dan Catatan Sipil","Sumatera Utara, Medan (Kota)",43286344
423,Belanja Perjalanan Dinas Biasa (BID. II),54522000,1,26-Jan,Provinsi Sumatera Utara,"Dinas Pemberdayaan Masyarakat dan Desa, Kependudukan dan Catatan Sipil","Sumatera Utara, Medan (Kota)",43286459
424,Belanja Perjalanan Dinas Dalam Negeri,100099000,1,26-Jan,Provinsi Sumatera Utara,Sekretariat DPRD,"Sumatera Utara, Medan (Kota)",43308903
425,Belanja Perjalanan Dinas Biasa - Sumut digital market dan galeri virtual produk UMKM kreatif,82110000,1,26-Feb,Provinsi Sumatera Utara,Dinas Koperasi dan Usaha Kecil Menengah,"Sumatera Utara, Medan (Kota)",43260597
426,Belanja Perjalanan Dinas Biasa,36366000,1,26-Apr,Provinsi Sumatera Utara,"Dinas Pemberdayaan Perempuan, Perlindungan Anak dan Keluarga Berencana","Sumatera Utara, Medan (Kota)",43264630
427,Belanja Perjalanan Dinas Biasa,80584000,1,26-Apr,Provinsi Sumatera Utara,"Dinas Pemberdayaan Perempuan, Perlindungan Anak dan Keluarga Berencana","Sumatera Utara, Medan (Kota)",43267163
428,Belanja Perjalanan Dinas Biasa,111993000,1,26-Jan,Provinsi Sumatera Utara,Biro Organisasi,"Sumatera Utara, Medan (Kota)",43269570
429,Belanja Perjalanan Dinas Biasa Kebijakan Kesejahteraan Rakyat Bidang Pendidikan,1635898000,1,26-Jan,Provinsi Sumatera Utara,Biro Kesejahteraan Rakyat,"Sumatera Utara, Medan (Kota)",43270051
430,Belanja Perjalanan Dinas Biasa UPTD. BIAT Arse Sipirok,124808200,1,26-Feb,Provinsi Sumatera Utara,Dinas Pertanian dan Ketahanan Pangan,"Sumatera Utara, Tapanuli Selatan (Kab.)",43271807
431,Belanja Perjalanan Dinas Biasa - Dukungan Supervisi & Monev TP.PKK,125465000,1,26-Mar,Provinsi Sumatera Utara,Dinas Koperasi dan Usaha Kecil Menengah,"Sumatera Utara, Medan (Kota)",43272591
432,Belanja Perjalanan Dinas Biasa,52170000,1,26-Jan,Provinsi Sumatera Utara,"Dinas Perindustrian, Perdagangan, Energi dan Sumber Daya Mineral","Sumatera Utara, Medan (Kota)",43273378
433,Belanja Perjalanan Dinas Biasa,636264000,1,26-Jan,Provinsi Sumatera Utara,Satuan Polisi Pamong Praja,"Sumatera Utara, Medan (Kota)",43245652
434,Belanja Perjalanan Dinas Biasa Tata Usaha,568467000,1,26-Jan,Provinsi Sumatera Utara,Biro Kesejahteraan Rakyat,"Sumatera Utara, Medan (Kota)",43246113
435,Perjalanan Dinas Biasa,97101000,1,26-Jan,Provinsi Sumatera Utara,Badan Kesatuan Bangsa dan Politik,"Sumatera Utara, Medan (Kota)",43247044
436,Belanja Perjalanan Dinas Biasa (Adminduk),28404000,1,26-Feb,Provinsi Sumatera Utara,"Dinas Pemberdayaan Masyarakat dan Desa, Kependudukan dan Catatan Sipil","Sumatera Utara, Medan (Kota)",43243745
437,Belanja Perjalanan Dinas Biasa,91890000,1,26-Jan,Provinsi Sumatera Utara,Biro Administrasi Pembangunan,"Sumatera Utara, Medan (Kota)",41860733
438,Belanja Perjalanan Dinas Biasa,96604000,1,26-Jan,Provinsi Sumatera Utara,Biro Administrasi Pembangunan,"Sumatera Utara, Medan (Kota)",41860806
439,Belanja Perjalanan Dinas Biasa,183400000,1,26-Jan,Provinsi Sumatera Utara,Biro Pengadaan Barang dan Jasa,"Sumatera Utara, Medan (Kota)",42356995
440,Belanja Perjalanan Dinas Biasa,218174000,1,26-Jan,Provinsi Sumatera Utara,"Badan Perencanaan Pembangunan, Riset dan Inovasi  Daerah","Sumatera Utara, Medan (Kota)",42376756
441,Belanja Perjalanan Dinas Biasa,48964000,1,26-Feb,Provinsi Sumatera Utara,"Badan Perencanaan Pembangunan, Riset dan Inovasi  Daerah","Sumatera Utara, Medan (Kota)",42379453
442,Belanja Perjalanan Dinas Biasa,64817000,1,26-Jan,Provinsi Sumatera Utara,"Badan Perencanaan Pembangunan, Riset dan Inovasi  Daerah","Sumatera Utara, Medan (Kota)",42478374
443,Belanja Perjalanan Dinas Biasa,35872000,1,26-Jan,Provinsi Sumatera Utara,Biro Hukum,"Sumatera Utara, Medan (Kota)",42486004
444,Belanja Perjalanan Dinas Biasa,81960000,1,26-Jan,Provinsi Sumatera Utara,Dinas Kelautan dan Perikanan,"Sumatera Utara, Medan (Kota)",42549862
445,Belanja Perjalanan Dinas Biasa,51374000,1,26-Oct,Provinsi Sumatera Utara,Dinas Kelautan dan Perikanan,"Sumatera Utara, Medan (Kota)",42551559
446,Belanja Perjalanan Dinas Biasa UPTD PSP WILAYAH II KABANJAHE,35608000,1,26-Jan,Provinsi Sumatera Utara,Dinas Perhubungan,"Sumatera Utara, Karo (Kab.)",42576004
447,Belanja Perjalanan Dinas Paket Meeting Dalam Kota (Penyusunan Dokumen Monev),1140000,1,26-Jan,Provinsi Sumatera Utara,UPTD Khusus Rumah Sakit Jiwa Prof. Dr. M. Ildrem,"Sumatera Utara, Medan (Kota)",42584645
448,Belanja Perjalanan Dinas Biasa,494860800,1,26-Jan,Provinsi Sumatera Utara,Dinas Kesehatan,"Sumatera Utara, Medan (Kota)",42738455
449,Belanja Perjalanan Dinas Biasa,238374000,1,26-Jan,Provinsi Sumatera Utara,UPTD Laboratorium Kesehatan,"Sumatera Utara, Medan (Kota)",42764260
450,Belanja Perjalanan Dinas Biasa - Penyusunan Laporan Kinerja Inspektorat Provinsi Sumatera Utara,15000000,1,26-Feb,Provinsi Sumatera Utara,Inspektorat Daerah Provinsi,"Sumatera Utara, Medan (Kota)",42822735
451,Belanja Perjalanan Dinas Biasa - laporan aset,24000000,1,26-Feb,Provinsi Sumatera Utara,Inspektorat Daerah Provinsi,"Sumatera Utara, Medan (Kota)",42824359
452,Belanja Perjalanan Dinas Biasa - Tiket Pesawat,152320000,1,26-Feb,Provinsi Sumatera Utara,Inspektorat Daerah Provinsi,"Sumatera Utara, Medan (Kota)",42828161
453,Belanja Perjalanan Dinas Biasa - Pelayanan Pemeriksaan Dumas,2927990000,1,26-Feb,Provinsi Sumatera Utara,Inspektorat Daerah Provinsi,"Sumatera Utara, Medan (Kota)",42830968
454,Belanja Perjalanan Dinas Biasa,1100000,1,26-Apr,Provinsi Sumatera Utara,Biro Perekonomian,"Sumatera Utara, Medan (Kota)",42835338
455,Belanja Perjalanan Dinas Biasa (KIE),80890000,1,26-Apr,Provinsi Sumatera Utara,Badan Penanggulangan Bencana Daerah,"Sumatera Utara, Medan (Kota)",42945227
456,Belanja Perjalanan Dinas (Bimtek Pasca Bencana),13116000,1,26-Jul,Provinsi Sumatera Utara,Badan Penanggulangan Bencana Daerah,"Sumatera Utara, Medan (Kota)",42947425
457,Belanja PerjalananDinas Biasa - SPM,22122000,1,26-Feb,Provinsi Sumatera Utara,Badan Penanggulangan Bencana Daerah,"Sumatera Utara, Medan (Kota)",42961668
458,Belanja Perjalanan Dinas Biasa,86449000,1,26-Jan,Provinsi Sumatera Utara,Dinas Ketenagakerjaan,"Sumatera Utara, Medan (Kota)",43017229
459,Belanja Perjalanan Dinas Biasa,4452000,1,26-Jan,Provinsi Sumatera Utara,Dinas Ketenagakerjaan,"Sumatera Utara, Medan (Kota)",43041493
460,Belanja Perjalanan Dinas Biasa,24858000,1,26-Mar,Provinsi Sumatera Utara,Dinas Perpustakaan dan Arsip,"Sumatera Utara, Medan (Kota)",43176125
461,Belanja Perjalanan Dinas Biasa,110108000,1,26-Feb,Provinsi Sumatera Utara,Biro Perekonomian,"Sumatera Utara, Medan (Kota)",43177391
462,Belanja Perjalanan Dinas Biasa,136734000,1,26-Jan,Provinsi Sumatera Utara,Biro Perekonomian,"Sumatera Utara, Medan (Kota)",43177758
463,Belanja Perjalanan Dinas Biasa,124852000,1,26-Jan,Provinsi Sumatera Utara,Biro Perekonomian,"Sumatera Utara, Medan (Kota)",43178162
464,Belanja Perjalanan Dinas Biasa (Cabang Dinas III),44281600,1,26-Jan,Provinsi Sumatera Utara,"Dinas Perindustrian, Perdagangan, Energi dan Sumber Daya Mineral","Sumatera Utara, Pematang Siantar (Kota)",43288862
465,Belanja Perjalanan Dinas Biasa (Cabang Dinas V),53257800,1,26-Jan,Provinsi Sumatera Utara,"Dinas Perindustrian, Perdagangan, Energi dan Sumber Daya Mineral","Sumatera Utara, Padang Sidempuan (Kota)",43296754
466,Belanja Perjalanan Dinas Biasa (Cabang Dinas V),17508000,1,26-Jan,Provinsi Sumatera Utara,"Dinas Perindustrian, Perdagangan, Energi dan Sumber Daya Mineral","Sumatera Utara, Padang Sidempuan (Kota)",43297199
467,Belanja Perjalanan Dinas Paket Meeting Luar Kota,303000000,1,26-Jan,Provinsi Sumatera Utara,Badan Keuangan dan Aset Daerah,"Sumatera Utara, Medan (Kota)",43301931
468,Belanja Perjalanan Dinas Biasa,156974000,1,26-Jan,Provinsi Sumatera Utara,"Badan Perencanaan Pembangunan, Riset dan Inovasi  Daerah","Sumatera Utara, Medan (Kota)",43181424
469,Uang Harian Perjalanan Dinas Dalam Negeri - Luar Kota -  Sumatera Utara,24050000,1,26-Apr,Provinsi Sumatera Utara,Dinas Pertanian dan Ketahanan Pangan,"Sumatera Utara, Medan (Kota)",43275930
470,Belanja Perjalanan Dinas Biasa (Bidang HMB),49723000,1,26-Jan,Provinsi Sumatera Utara,"Dinas Perindustrian, Perdagangan, Energi dan Sumber Daya Mineral","Sumatera Utara, Medan (Kota)",43279281
471,Belanja Perjalanan Dinas Biasa Penelitian dan Pengembangan Perindustrian dan Perdagangan,35736000,1,26-Jan,Provinsi Sumatera Utara,"Badan Perencanaan Pembangunan, Riset dan Inovasi  Daerah","Sumatera Utara, Medan (Kota)",43284333
472,Belanja Perjalanan Dinas Biasa Koordinasi sistem ilmu pengetahuan dan teknologi di daerah,143804000,1,26-Jan,Provinsi Sumatera Utara,"Badan Perencanaan Pembangunan, Riset dan Inovasi  Daerah","Sumatera Utara, Medan (Kota)",43285093
473,Belanja Perjalanan Dinas Biasa,30000000,1,26-Jan,Provinsi Sumatera Utara,Satuan Polisi Pamong Praja,"Sumatera Utara, Medan (Kota)",43245481
474,Belanja Perjalanan Dinas Biasa,218232000,1,26-Jan,Provinsi Sumatera Utara,Satuan Polisi Pamong Praja,"Sumatera Utara, Medan (Kota)",43247688
475,Belanja Perjalanan Dinas Dalam Kota,15000000,1,26-Jan,Provinsi Sumatera Utara,Satuan Polisi Pamong Praja,"Sumatera Utara, Medan (Kota)",43247768
476,Belanja Perjalanan Dinas Biasa,25474000,1,26-Mar,Provinsi Sumatera Utara,Badan Kesatuan Bangsa dan Politik,"Sumatera Utara, Medan (Kota)",43247983
477,Belanja Perjalanan Dinas Biasa Dalam Kota (Pemanfaatan Data Kependudukan),4200000,1,26-Mar,Provinsi Sumatera Utara,"Dinas Pemberdayaan Masyarakat dan Desa, Kependudukan dan Catatan Sipil","Sumatera Utara, Medan (Kota)",43250311
478,Perjalanan Dinas Biasa,66108000,1,26-Apr,Provinsi Sumatera Utara,Dinas Kelautan dan Perikanan,"Sumatera Utara, Mandailing Natal (Kab.)",43254922
479,Belanja Perjalanan Dinas Biasa,26934000,1,26-Mar,Provinsi Sumatera Utara,"Dinas Pemberdayaan Perempuan, Perlindungan Anak dan Keluarga Berencana","Sumatera Utara, Medan (Kota)",43258066
480,Belanja Perjalanan Dinas Biasa,14448000,1,26-Apr,Provinsi Sumatera Utara,"Dinas Pemberdayaan Perempuan, Perlindungan Anak dan Keluarga Berencana","Sumatera Utara, Medan (Kota)",43264843
481,Belanja Perjalanan Dinas Biasa,425721000,1,26-Jan,Provinsi Sumatera Utara,Dinas Kepemudaan dan Keolahragaan,"Sumatera Utara, Medan (Kota)",43265466
482,Belanja Perjalanan Dinas Biasa dalam rangka Pengembangan Kawasan Unggulan Perikanan,429987000,1,26-Jan,Provinsi Sumatera Utara,Dinas Kelautan dan Perikanan,"Sumatera Utara, Asahan (Kab.)",43266199
483,Belanja Perjalanan Dinas Biasa Luar Negeri Fasilitasi Kelembagaan Bina Spiritual,5670000000,1,26-Jan,Provinsi Sumatera Utara,Biro Kesejahteraan Rakyat,"Sumatera Utara, Medan (Kota)",43269954
484,Belanja Perjalanan Dinas Paket Meeting Luar Kota,72940000,1,26-Jul,Provinsi Sumatera Utara,Dinas Pertanian dan Ketahanan Pangan,"Sumatera Utara, Lainnya",43272238
485,Belanja Perjalanan Dinas Dalam Kota - Mall UMKM (Optimalisasi PLUT),9750000,1,26-Mar,Provinsi Sumatera Utara,Dinas Koperasi dan Usaha Kecil Menengah,"Sumatera Utara, Medan (Kota)",43272676
486,Belanja Perjalanan Dinas Biasa,40849000,1,26-Jan,Provinsi Sumatera Utara,"Dinas Perindustrian, Perdagangan, Energi dan Sumber Daya Mineral","Sumatera Utara, Medan (Kota)",43273313
487,Belanja Perjalanan Dinas Dalam Kota,4000000,1,26-Jan,Provinsi Sumatera Utara,Dinas Ketenagakerjaan,"Sumatera Utara, Medan (Kota)",43273632
488,Belanja Perjalanan Dinas Biasa,622894000,1,26-Jan,Provinsi Sumatera Utara,Satuan Polisi Pamong Praja,"Sumatera Utara, Medan (Kota)",43240563
489,Belanja Perjalanan Dinas Biasa,212382000,1,26-Jan,Provinsi Sumatera Utara,Biro Administrasi Pembangunan,"Sumatera Utara, Medan (Kota)",41858625
490,Belanja Perjalanan Dinas Biasa,15618000,1,26-Jan,Provinsi Sumatera Utara,Biro Pengadaan Barang dan Jasa,"Sumatera Utara, Medan (Kota)",42356834
491,Belanja Perjalanan Dinas Biasa,53046000,1,26-Jan,Provinsi Sumatera Utara,"Badan Perencanaan Pembangunan, Riset dan Inovasi  Daerah","Sumatera Utara, Medan (Kota)",42479213
492,"Belanja Perjalanan Dinas Biasa KOORDINASI, MONITORING, PEMERIKSAAN DAN PENGAWASAN DI BIDANG PELAYARAN",97180000,1,26-Jan,Provinsi Sumatera Utara,Dinas Perhubungan,"Sumatera Utara, Medan (Kota)",42523062
493,Belanja Perjalanan Dinas Biasa Penyelenggaraan Rapat Koordinasi dan Konsultasi SKPD,1152095000,1,26-Jan,Provinsi Sumatera Utara,Dinas Perhubungan,"Sumatera Utara, Medan (Kota)",42523626
494,Belanja Perjalanan Dinas Biasa (Penumbuhan dan Pengembangan POKMASWAS),75892000,1,26-Feb,Provinsi Sumatera Utara,Dinas Kelautan dan Perikanan,"Sumatera Utara, Medan (Kota)",42533173
495,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,1140000,1,26-Jan,Provinsi Sumatera Utara,UPTD Khusus Rumah Sakit Jiwa Prof. Dr. M. Ildrem,"Sumatera Utara, Medan (Kota)",42545658
496,Belanja Perjalanan Dinas Biasa,75560000,1,26-Jan,Provinsi Sumatera Utara,Dinas Kelautan dan Perikanan,"Sumatera Utara, Pematang Siantar (Kota)",42553676
497,Belanja Perjalanan Dinas Biasa UPTD ADP PARAPAT,77425000,1,26-Jan,Provinsi Sumatera Utara,Dinas Perhubungan,"Sumatera Utara, Medan (Kota)",42572873
